order_id	name	order_value	priority	state	order_date	customer_id	ts
042e4a01-361d-47fb-a224-d5da4ee81e73	Black stage group.	312	HIGH	WY	2024-07-06	c2cee14d-7453-4efc-981b-fabbfff4e698	1722620744.958373
2079d5aa-ac49-4db1-85b8-de75af1b65f0	Year onto single.	760	MEDIUM	NJ	2024-07-05	67292ec6-635c-421a-8635-26cc1614de93	1722620744.958445
3f1e5832-b58d-4d14-a866-75d1c2560e24	President land my.	383	LOW	PA	2024-07-11	8b64f55f-227a-4659-959d-42d45b0d7908	1722620744.958513
699dfa08-6d55-436e-a23a-9367eaccefc5	Keep include growth.	376	LOW	AZ	2024-07-17	d0b9e77d-141a-4bf5-a115-e8a25acb9c4f	1722620744.95858
7642a46b-2411-4cad-9156-16706c17d012	Figure only by.	716	LOW	UT	2024-07-13	a6ef39fd-133e-47c9-969c-b19546952e03	1722620744.958644
ccf9f639-9fdd-4d51-b062-e33a6f0cd4b6	Response whose news.	175	MEDIUM	HI	2024-07-04	c653428e-96e8-49bd-a922-7aca878fa7eb	1722620744.958708
d520b7b2-a3fe-47eb-82aa-a5ba9ba9d042	Action listen power.	990	MEDIUM	DE	2024-07-07	c2d3b8c9-bdd1-47e6-a16b-115067b3b7a0	1722620744.958773
ebdd41a5-355f-4738-9655-3183186684bc	Memory debate.	172	HIGH	ID	2024-07-12	998d8eb6-6a91-4616-bbd8-a1990f2bc626	1722620744.958833
39d1bae1-9e1b-4e0f-b203-3332ad582630	Become high suggest.	569	HIGH	NC	2024-07-08	9c045f03-207d-4f99-a069-b1e936534c55	1722620744.958897
8a23ecf8-4101-4019-b340-2d107d971b80	Blood former young.	853	MEDIUM	IN	2024-07-26	dd135b8f-984d-4430-9b63-3dbf354b610c	1722620744.95896
2bd0cc0a-f7dc-402b-8c6a-69d11d2db544	Form by their.	394	HIGH	FL	2024-07-28	872c1094-24bd-4711-bcec-4039e2dd98e1	1722620744.959023
aef0d622-4a8f-47a3-a0cb-30a4ea515e2f	Environment.	399	HIGH	VI	2024-07-31	2ac7aee5-e182-4be7-895a-71da2e29e52b	1722620744.959074
c0b7f113-22bd-4018-b32a-adc07a4237fb	Fast sport hold.	668	HIGH	FM	2024-07-12	0cdad44d-ff49-41c6-8ca0-b8a4bde0844e	1722620744.959139
a2492ed5-6d4f-4c91-ad24-26b9260dc304	Close themselves.	96	HIGH	WY	2024-07-03	36614c3e-7a77-4b58-bc76-289a30906d6b	1722620744.959198
ede32bd5-88d1-4e0f-8ff6-31e338f9ef37	That choice north.	489	HIGH	MT	2024-07-21	d0b9e77d-141a-4bf5-a115-e8a25acb9c4f	1722620744.959265
4adaa919-4fe6-4b96-bc83-ee3bddeb085f	Bar hit great start.	838	MEDIUM	FM	2024-07-21	c653428e-96e8-49bd-a922-7aca878fa7eb	1722620744.959337
12551a77-37c2-468c-ab8e-3df802f07814	Material put per.	824	LOW	IN	2024-07-27	72895f52-6a78-4a0a-97e8-e69c2ee726b9	1722620744.959403
dc586fcd-4305-4523-9069-393982fb292f	Though most thought.	119	LOW	WI	2024-07-22	1a14228d-199d-481c-984c-ec397b5e8b86	1722620744.959468
443a04a9-f5aa-4649-bc92-12028de296af	Condition attention.	224	MEDIUM	GA	2024-07-28	a19e92b2-1cb5-43bf-877b-5ddcd25e1640	1722620744.959528
093e62a5-ec0f-481a-b752-326dfe86148e	Radio response let.	995	MEDIUM	IN	2024-07-24	079240d1-f336-4d6b-851d-aa9f02dff0cc	1722620744.959595
1e5cd326-9bf0-4f7e-92a0-ca6a040c35e0	Drive sport for.	29	MEDIUM	PR	2024-07-08	b54fb36a-ecd3-42a4-81f8-d1ef58552108	1722620744.959661
5074e9a3-f6ba-4328-affb-fd95f3be6141	Result create focus.	207	MEDIUM	DE	2024-07-23	872c1094-24bd-4711-bcec-4039e2dd98e1	1722620744.959726
23c8247f-ee02-49b5-9c09-34deef92d370	Head lawyer visit.	905	MEDIUM	FL	2024-07-23	aa225c03-31df-49f7-be95-d47f46d7bcc3	1722620744.959793
6f891073-2c40-4c72-971d-22a07aa43235	Range brother real.	992	MEDIUM	WV	2024-07-22	03949ba9-0bcb-47b3-aaee-15f7945b4afd	1722620744.959861
fb9cbecb-4f5a-4ab1-a9ec-82dc289e9038	We able expert kid.	925	LOW	MD	2024-07-14	98bbcd1e-9cb7-4b1e-8046-ede6842d74f1	1722620744.959936
0ff49e14-0c93-49a6-9680-2e3fb1562d5f	Sport business.	859	HIGH	IL	2024-07-10	7d3a95a8-1f92-4ed1-94c9-d34f9c8eacff	1722620744.960024
9abcc5d3-452f-4e80-939b-370574e8643a	Cover ahead note.	596	MEDIUM	AZ	2024-07-06	860f38da-c39c-4537-8bd1-dfcc6e1d2258	1722620744.960095
02d17b66-a5e8-4e73-b048-9f1970b35234	Research near such.	16	LOW	PW	2024-07-08	27386a70-2ac6-494a-96fe-e165f1fa1bfa	1722620744.960161
28f00732-29ef-4711-8114-46aff0816c74	Past teacher step.	158	LOW	MA	2024-07-19	5bba261a-1f94-49bf-b336-ee31cc82fd28	1722620744.960226
ae8fc481-9aae-48d3-b088-c4ac95039f76	Fill deep chance.	601	MEDIUM	WA	2024-07-23	dd135b8f-984d-4430-9b63-3dbf354b610c	1722620744.960293
76f352bc-3ea7-4e32-9f71-ad1140c53ae4	Almost common you.	28	HIGH	ID	2024-07-31	c653428e-96e8-49bd-a922-7aca878fa7eb	1722620744.960379
4d02637b-5b97-46a6-a17c-89210a1fa913	Analysis paper.	439	HIGH	GA	2024-07-28	a6ef39fd-133e-47c9-969c-b19546952e03	1722620744.960484
017dadee-4540-46a6-9146-18bb90378e52	Establish section.	227	MEDIUM	LA	2024-07-30	675b4079-5ee4-476a-9a49-1b7bfb79bc6f	1722620744.960567
6d926e01-9289-42d7-aa75-38d9f3dd0382	Tend wait any lot.	409	LOW	IL	2024-07-29	a6ef39fd-133e-47c9-969c-b19546952e03	1722620744.960675
e4bfe3f3-05c0-42da-a496-7a2378ef22ea	Social major.	249	HIGH	VI	2024-07-04	c2d3b8c9-bdd1-47e6-a16b-115067b3b7a0	1722620744.960775
2fed9227-2ae2-4f39-af15-2295444bc291	Air include us.	853	MEDIUM	CT	2024-07-28	03949ba9-0bcb-47b3-aaee-15f7945b4afd	1722620744.960851
6d3b3932-8618-48fb-901a-c4ffa866b5ba	She against maybe.	504	HIGH	CO	2024-07-20	ff2bb2c3-a36c-4aae-a01f-46c5c0cbbd03	1722620744.960936
ab57c5a7-56ea-463b-be14-6f1ccc959e98	Section suggest.	422	LOW	AZ	2024-07-05	e0406024-e620-44cf-bae7-f66367093b69	1722620744.961014
8f5de03b-9e6c-4c17-b22b-127eb476c710	Training before big.	453	HIGH	NV	2024-07-19	c2d3b8c9-bdd1-47e6-a16b-115067b3b7a0	1722620744.961131
d52ac33c-a918-41af-8ff7-1fb1f5983445	Return science deal.	439	HIGH	MA	2024-07-13	2f7503b6-a16a-488d-8bb1-5e1b9d094ead	1722620744.961246
86a3529c-e2d0-4ccc-bbb0-6f717bd7d052	Training industry.	331	MEDIUM	ND	2024-07-22	675d13aa-120e-47a7-b686-3c9b012074f8	1722620744.961348
0dc26541-64f9-4d05-9ec8-9a3bb8a22767	Figure plan region.	495	HIGH	FL	2024-07-12	f392c3df-be29-46ec-80f7-d796ef14fffb	1722620744.961463
b53bcdca-72af-4907-a40a-7373848ca294	Few affect hot.	770	HIGH	OK	2024-07-29	e0406024-e620-44cf-bae7-f66367093b69	1722620744.961564
66c18730-ef10-4196-9fe3-e53944961476	Your citizen.	246	LOW	AZ	2024-07-20	7249d0d7-2974-4a84-befc-ee1d4724d76f	1722620744.96166
cce1ce3a-12d5-41de-9297-5e8221372910	Voice fish suddenly.	401	LOW	TN	2024-07-29	f6fb0689-6d63-49e0-ad1f-d455d83997e6	1722620744.961765
ce746b6f-d43d-4b1c-86bc-b70ce87cb96f	City travel book.	318	HIGH	NM	2024-07-14	f882aba2-613b-4a96-be23-8badb7dda1bc	1722620744.96187
e20d9600-33a5-4036-a501-0a76b501e2d0	Benefit meeting.	53	LOW	IA	2024-07-09	05280d18-0303-4cfd-a6e8-c1074d49d032	1722620744.961964
aed50175-be1c-4179-a477-dad0111f6251	Garden center know.	726	LOW	MS	2024-07-21	2ac7aee5-e182-4be7-895a-71da2e29e52b	1722620744.962036
5921c415-d3c2-4031-a519-32066771aaf2	Rule message make.	348	HIGH	RI	2024-07-03	98bbcd1e-9cb7-4b1e-8046-ede6842d74f1	1722620744.962104
6d52ab99-db9e-4e48-bc36-6d7ce75773f7	Show early various.	820	MEDIUM	TN	2024-07-17	36614c3e-7a77-4b58-bc76-289a30906d6b	1722620744.962169
db6e2d11-ed40-4aaa-b431-7c1f72f00318	Effort example none.	41	HIGH	AS	2024-07-04	05657a19-b4c2-4e6f-a6c8-601180737c52	1722620744.962235
d7108760-f612-485a-a021-4bdfb078e64a	Lay quite able open.	866	HIGH	MT	2024-07-31	30d3a8b9-65a7-4fe4-a57f-b50ee61b946a	1722620744.962337
7aff5043-9e44-4b55-986b-51d1cb67b474	Power then course.	73	LOW	MA	2024-07-07	d59dd5b8-1c61-485b-a15b-60a8f6c157c0	1722620744.962417
84251f66-0efd-48f1-8913-d5fa63db6026	Want they should.	657	MEDIUM	FL	2024-07-04	5bba261a-1f94-49bf-b336-ee31cc82fd28	1722620744.962487
046e62d3-c93c-4bf8-a17c-ff1334b19986	Trip day occur us.	343	HIGH	TX	2024-07-27	675b4079-5ee4-476a-9a49-1b7bfb79bc6f	1722620744.962562
2d6d8255-e132-48ff-ac3b-21daed7daadd	Red plan finally.	743	HIGH	MT	2024-07-14	7249d0d7-2974-4a84-befc-ee1d4724d76f	1722620744.96263
11ba029f-3fdb-4c35-8ff7-3f8935fb9d71	Positive step.	433	HIGH	NH	2024-07-03	b54fb36a-ecd3-42a4-81f8-d1ef58552108	1722620744.962692
1d4f8ff4-9c01-4cd2-8bc7-01b3528b5061	Note study model.	44	MEDIUM	VT	2024-07-08	dd135b8f-984d-4430-9b63-3dbf354b610c	1722620744.962761
267b0a37-aa36-4838-a7ba-bed7acccb1cc	Manager where short.	236	LOW	NC	2024-08-01	a6ef39fd-133e-47c9-969c-b19546952e03	1722620744.962829
7da1b3e6-0d62-4d25-98e2-2bb9ecd24373	Group after.	565	MEDIUM	VT	2024-07-19	f6fb0689-6d63-49e0-ad1f-d455d83997e6	1722620744.962891
6a30f23a-9e74-4400-9316-59ff51c7b1df	Democrat knowledge.	112	LOW	WI	2024-07-29	f6fb0689-6d63-49e0-ad1f-d455d83997e6	1722620744.962952
f0d24240-bd3d-40dc-8af2-865f0f2b5f28	Turn stage include.	680	LOW	GA	2024-07-08	860f38da-c39c-4537-8bd1-dfcc6e1d2258	1722620744.963021
8cb39dad-b322-45e0-8ce4-1b85fb424046	Gas trouble step.	820	LOW	NJ	2024-07-11	72895f52-6a78-4a0a-97e8-e69c2ee726b9	1722620744.963088
e7892659-d801-4087-ba65-d62fffd3d559	Civil sort early.	671	LOW	VI	2024-07-03	c9cd990d-501e-4819-a133-770aac2f8f37	1722620744.963156
05d32d9e-083d-408e-a008-47f982c3d7d5	Home enough.	824	LOW	SC	2024-07-26	8c0baff5-25a9-4386-991f-d207636a1a87	1722620744.963217
fcffbe22-32d1-48f6-bbec-0385552a35f8	Bar cut move full.	692	MEDIUM	WV	2024-07-16	2ac7aee5-e182-4be7-895a-71da2e29e52b	1722620744.963291
40f1e1ac-db64-45ed-bdad-0af5b4d20c73	Happy language.	796	MEDIUM	NE	2024-07-06	860f38da-c39c-4537-8bd1-dfcc6e1d2258	1722620744.963351
2bee57eb-ce67-487c-81f0-90343eb3e29c	Even term so.	766	LOW	PW	2024-07-29	f6fb0689-6d63-49e0-ad1f-d455d83997e6	1722620744.963416
11f867ac-696e-4a0e-be3c-3971b887994b	People window.	343	MEDIUM	NC	2024-07-16	675b4079-5ee4-476a-9a49-1b7bfb79bc6f	1722620744.963476
b5400efd-e0fa-4468-969d-9899196e9aee	Eight year Congress.	882	HIGH	CT	2024-07-25	872c1094-24bd-4711-bcec-4039e2dd98e1	1722620744.963542
e005003a-6435-4b85-9d6b-1b72acd01899	Several development.	422	MEDIUM	DE	2024-07-31	36614c3e-7a77-4b58-bc76-289a30906d6b	1722620744.963601
bcc7ac32-1357-46ff-bcd2-9b7c61984591	Police PM to happen.	218	HIGH	MP	2024-07-18	675b4079-5ee4-476a-9a49-1b7bfb79bc6f	1722620744.963674
7d846a25-c76a-4350-81c8-d806acc54387	Special paper.	215	HIGH	VA	2024-07-17	b54fb36a-ecd3-42a4-81f8-d1ef58552108	1722620744.963733
1a55aa63-30fd-4536-af2c-45df06c7431c	Wonder also.	412	HIGH	VA	2024-07-21	ff2bb2c3-a36c-4aae-a01f-46c5c0cbbd03	1722620744.963793
740bcc16-8fa2-4fe0-bef9-38c225fd080a	Minute data mother.	620	LOW	SC	2024-07-14	c2d3b8c9-bdd1-47e6-a16b-115067b3b7a0	1722620744.963865
7b30411c-08c3-492f-a24d-d93f78a4a510	Artist beautiful ok.	335	HIGH	SD	2024-07-17	d0b9e77d-141a-4bf5-a115-e8a25acb9c4f	1722620744.963932
f9686c9f-5e0a-4e75-826a-c95719bf2051	Seem cold would.	958	MEDIUM	MP	2024-07-05	872c1094-24bd-4711-bcec-4039e2dd98e1	1722620744.963997
367ed896-54b8-41fa-aea1-3c13d89f53f9	Moment together.	597	MEDIUM	IL	2024-07-15	72895f52-6a78-4a0a-97e8-e69c2ee726b9	1722620744.964057
ecf0c7f6-c75a-44cd-81da-fa0d9f07eb51	Down consider fear.	217	MEDIUM	ND	2024-07-11	2ac7aee5-e182-4be7-895a-71da2e29e52b	1722620744.964124
5fd9b392-2e72-4bad-93c8-08281e10a7ed	Heavy child.	243	HIGH	NC	2024-07-14	7d3a95a8-1f92-4ed1-94c9-d34f9c8eacff	1722620744.964186
9aa5de4f-8f4a-4388-9b35-696d8e5c86d8	Degree section can.	831	LOW	NE	2024-07-25	c2d3b8c9-bdd1-47e6-a16b-115067b3b7a0	1722620744.964257
3c86d1ba-6183-471c-8cc0-11a39d9e2861	Fall begin board.	435	MEDIUM	DE	2024-07-24	675d13aa-120e-47a7-b686-3c9b012074f8	1722620744.964327
